City,Brand,Model,Year,Body,Color,Engine_Power,Fuel_Type,Mileage,Gearbox,Transmission,New,Price
Sumqayıt,Mercedes,E 220,2001,Sedan,Göy,170.0,Dizel,395900,Avtomat,Arxa,Xeyr,14800
Bakı,Opel,Astra,2005,Hetçbek / Liftbek,Boz,105.0,Benzin,275000,Mexaniki,Ön,Xeyr,10700
Naxçıvan,Great Wall,Wingle,2014,Pikap,Qara,106.0,Dizel,97500,Mexaniki,Tam,Xeyr,17800
Bakı,BMW,520,2004,Sedan,Qara,170.0,Benzin,312000,Avtomat,Arxa,Xeyr,17500
Bakı,Mercedes,V 220,2016,Van,Qara,163.0,Dizel,209600,Avtomat,Arxa,Xeyr,45900
Bakı,Chevrolet,Cruze,2013,Sedan,Qara,141.0,Benzin,197000,Avtomat,Ön,Xeyr,12800
Bakı,LADA (VAZ),2106,2005,Sedan,Ağ,75.0,Benzin,100000,Mexaniki,Arxa,Xeyr,6300
Bakı,Mercedes,GL 350,2014,Universal,Qara,258.0,Dizel,130000,Avtomat,Tam,Xeyr,42500
Bakı,Toyota,Camry,2020,Sedan,Qara,181.0,Benzin,0,Avtomat,Ön,Bəli,39500
Bakı,BMW,328,2014,Sedan,Ağ,245.0,Benzin,202200,Avtomat,Arxa,Xeyr,16900
Bakı,Renault,Megane,2006,Universal,Qızılı,85.0,Dizel,460000,Mexaniki,Ön,Xeyr,9400
Bakı,Hyundai,Sonata,2020,Sedan,Göy,191.0,Benzin,4000,Avtomat,Ön,Xeyr,28500
Bakı,Mercedes,C 240,2001,Sedan,Göy,177.0,Benzin,370000,Avtomat,Arxa,Xeyr,11200
Gəncə,Hyundai,Veracruz,2007,Offroader / SUV,Qara,280.0,Benzin,192000,Avtomat,Tam,Xeyr,21500
Bakı,Kia,Cerato,2014,Sedan,Qəhvəyi,149.0,Benzin,172000,Avtomat,Ön,Xeyr,17300
Ucar,LADA (VAZ),2107,2001,Sedan,Göy,75.0,Benzin,95000,Mexaniki,Arxa,Xeyr,4600
Bakı,Hyundai,Sonata,2010,Sedan,Ağ,178.0,Benzin,198000,Avtomat,Ön,Xeyr,19000
Bakı,Chery,A-15 Cowin/Amulet,2007,Sedan,Qara,116.0,Benzin,255115,Mexaniki,Ön,Xeyr,3400
Bakı,Porsche,Cayenne GTS,2013,Offroader / SUV,Ağ,420.0,Benzin,149999,Avtomat,Tam,Xeyr,34500
Bakı,Mercedes,C 180,1999,Sedan,Ağ,122.0,Benzin,321456,Avtomat,Arxa,Xeyr,9200
Bakı,Toyota,Prius,2007,Hetçbek / Liftbek,Yaşıl,76.0,Hibrid,302000,Avtomat,Ön,Xeyr,11800
Bakı,Kia,Cerato,2016,Sedan,Boz,149.0,Benzin,64000,Avtomat,Ön,Xeyr,19000
Bakı,Ford,Focus,2013,Sedan,Göy,125.0,Benzin,134000,Avtomat,Ön,Xeyr,14900
Bakı,BMW,X6,2011,Offroader / SUV,Qara,407.0,Benzin,60200,Avtomat,Tam,Xeyr,30500
Bakı,Kia,Cerato,2016,Sedan,Boz,149.0,Benzin,64000,Avtomat,Ön,Xeyr,19000
Bakı,Ford,Focus,2013,Sedan,Göy,125.0,Benzin,134000,Avtomat,Ön,Xeyr,14900
Bakı,BMW,X6,2011,Offroader / SUV,Qara,407.0,Benzin,60200,Avtomat,Tam,Xeyr,30500
Bakı,LADA (VAZ),2115,2012,Sedan,Qara,75.0,Benzin,16500,Mexaniki,Ön,Xeyr,7700
Bakı,Mercedes,Sprinter 515,2007,Yük maşını,Ağ,150.0,Dizel,185833,Mexaniki,Arxa,Xeyr,35000
Bakı,BMW,X5,2001,Offroader / SUV,Qara,286.0,Benzin,290000,Avtomat,Tam,Xeyr,16000
Bakı,Mercedes,C 180,1994,Sedan,Boz,122.0,Benzin,32000,Mexaniki,Arxa,Xeyr,6100
Bakı,Chevrolet,Niva,2018,Offroader / SUV,Ağ,80.0,Benzin,6582,Mexaniki,Tam,Xeyr,19700
Bakı,Toyota,Prius,2007,Hetçbek / Liftbek,Sarı,76.0,Benzin,278417,Avtomat,Ön,Xeyr,12500
Bakı,Hyundai,Sonata,2015,Sedan,Qara,274.0,Benzin,106006,Avtomat,Ön,Xeyr,28800
Bakı,Ford,Transit,2011,Furqon,Ağ,140.0,Dizel,187052,Mexaniki,Arxa,Xeyr,28000
Bakı,Maserati,Quattroporte,2017,Sedan,Qara,410.0,Benzin,23000,Avtomat,Arxa,Xeyr,52000
Bakı,LADA (VAZ),2109,1989,Hetçbek / Liftbek,Tünd qırmızı,78.0,Benzin,60522,Mexaniki,Ön,Xeyr,4000
Bakı,Renault,Kangoo,2008,Furqon,Ağ,68.0,Dizel,250000,Mexaniki,Ön,Xeyr,11000
Bakı,Opel,Astra,2008,Hetçbek / Liftbek,Göy,90.0,Benzin,240000,Mexaniki,Ön,Xeyr,11200
Bakı,Ford,Transit,2011,Furqon,Gümüşü,200.0,Dizel,168510,Mexaniki,Arxa,Xeyr,37500
Sumqayıt,BMW,316,1993,Sedan,Qırmızı,102.0,Benzin,350000,Mexaniki,Arxa,Xeyr,6700
Bərdə,LADA (VAZ),21099,2002,Sedan,Yaşıl,75.0,Benzin,152000,Mexaniki,Ön,Xeyr,4700
Bakı,Ford,Transit,2007,Furqon,Gümüşü,140.0,Dizel,161896,Mexaniki,Arxa,Xeyr,23500
Bakı,Mercedes,E 270,2003,Sedan,Qızılı,170.0,Dizel,320000,Avtomat,Arxa,Xeyr,18500
Bakı,Ford,Transit,2007,Furqon,Ağ,120.0,Dizel,175996,Mexaniki,Arxa,Xeyr,27500
Bakı,Toyota,Corolla,2007,Sedan,Gümüşü,90.0,Dizel,180000,Mexaniki,Ön,Xeyr,16000
Bakı,Volkswagen,Passat,2021,Sedan,Mavi,150.0,Benzin,0,Avtomat,Ön,Bəli,59900
Bakı,Ford,Transit,2009,Furqon,Sarı,140.0,Dizel,157700,Mexaniki,Arxa,Xeyr,23500
Bakı,BMW,528,2014,Sedan,Qara,245.0,Benzin,133600,Avtomat,Arxa,Xeyr,24000
Bakı,Volkswagen,Passat,2021,Sedan,Boz,150.0,Benzin,0,Avtomat,Ön,Bəli,59900
Bakı,Volkswagen,Polo,2021,Hetçbek / Liftbek,Ağ,110.0,Benzin,0,Avtomat,Ön,Bəli,28900
Bakı,Volkswagen,Polo,2021,Hetçbek / Liftbek,Qırmızı,110.0,Benzin,0,Avtomat,Ön,Bəli,33900
Bakı,Volkswagen,Polo,2021,Hetçbek / Liftbek,Göy,110.0,Benzin,0,Avtomat,Ön,Bəli,33900
Bakı,Volkswagen,Polo,2021,Hetçbek / Liftbek,Gümüşü,110.0,Benzin,0,Avtomat,Ön,Bəli,30900
Bakı,Volkswagen,Passat,2021,Sedan,Ağ,150.0,Benzin,0,Avtomat,Ön,Bəli,59900
Bakı,Volkswagen,Tiguan,2021,Offroader / SUV,Qara,150.0,Benzin,0,Avtomat,Tam,Bəli,63900
İsmayıllı,Kia,Sorento,2006,Offroader / SUV,Boz,170.0,Dizel,236000,Avtomat,Tam,Xeyr,16000
Bakı,Volkswagen,Tiguan,2021,Offroader / SUV,Göy,150.0,Benzin,0,Avtomat,Ön,Bəli,56900
Bakı,Volkswagen,Tiguan,2021,Offroader / SUV,Gümüşü,150.0,Benzin,0,Avtomat,Tam,Bəli,63900
Bakı,Ford,Transit,2006,Yük maşını,Ağ,125.0,Dizel,181864,Mexaniki,Ön,Xeyr,16500
Bakı,LADA (VAZ),2107,2011,Sedan,Göy,75.0,Benzin,100000,Mexaniki,Arxa,Xeyr,9300
Bərdə,ZIL,5301,1999,Yük maşını,Boz,180.0,Dizel,3450,Mexaniki,Arxa,Xeyr,6800
Bakı,Nissan,Tiida,2012,Hetçbek / Liftbek,Qara,110.0,Benzin,48000,Avtomat,Ön,Xeyr,13200
Bakı,Ford,Transit,2009,Furqon,Gümüşü,140.0,Dizel,183500,Mexaniki,Arxa,Xeyr,23800
Bakı,Kia,Optima,2014,Sedan,Qara,274.0,Benzin,175000,Avtomat,Ön,Xeyr,14000
Bakı,Opel,Astra,2006,Hetçbek / Liftbek,Ağ,90.0,Dizel,216359,Mexaniki,Ön,Xeyr,11200
Ağdam,LADA (VAZ),Niva,2013,Offroader / SUV,Göy,85.0,Benzin,90000,Mexaniki,Tam,Xeyr,13200
Bakı,Mercedes,Sprinter 515,2008,Yük maşını,Ağ,150.0,Dizel,180616,Mexaniki,Arxa,Xeyr,31000
Bakı,BMW,525,2004,Sedan,Qara,192.0,Benzin,257863,Avtomat,Arxa,Xeyr,16650
Bakı,LADA (VAZ),2115,2011,Sedan,Qara,80.0,Benzin,200000,Mexaniki,Ön,Xeyr,8500
Bakı,Ford,Transit,2007,Yük maşını,Ağ,140.0,Dizel,180269,Mexaniki,Arxa,Xeyr,23000
Bakı,Ford,Transit,2007,Yük maşını,Ağ,140.0,Dizel,180269,Mexaniki,Arxa,Xeyr,23000
Bakı,LADA (VAZ),2107,2012,Sedan,Göy,75.0,Benzin,77000,Mexaniki,Arxa,Xeyr,12400
Bakı,Toyota,Prius,2008,Hetçbek / Liftbek,Qara,76.0,Hibrid,178878,Variator,Ön,Xeyr,14000
Sumqayıt,LADA (VAZ),21099,2003,Sedan,Gümüşü,75.0,Benzin,125000,Mexaniki,Ön,Xeyr,5900
Bakı,Mercedes,E 220,1994,Sedan,Yaşıl,150.0,Benzin,127000,Avtomat,Arxa,Xeyr,10500
Bakı,LADA (VAZ),2107,2003,Sedan,Ağ,75.0,Benzin,254800,Mexaniki,Arxa,Xeyr,4300
Bakı,LADA (VAZ),Niva,2015,Offroader / SUV,Ağ,80.0,Benzin,34333,Mexaniki,Tam,Xeyr,12700
Bakı,Hyundai,Sonata,2010,Sedan,Ağ,174.0,Benzin,198000,Avtomat,Ön,Xeyr,19000
Bakı,Nissan,Sunny,2013,Sedan,Ağ,107.0,Benzin,216000,Avtomat,Ön,Xeyr,16500
Bakı,LADA (VAZ),2106,1986,Sedan,Bej,75.0,Benzin,220022,Mexaniki,Arxa,Xeyr,2600
Bakı,Opel,Astra,2000,Hetçbek / Liftbek,Boz,101.0,Benzin,410000,Avtomat,Ön,Xeyr,9200
Bakı,LADA (VAZ),Priora,2017,Sedan,Qara,106.0,Benzin,70000,Mexaniki,Ön,Xeyr,15500
Bakı,Chevrolet,Cruze,2015,Sedan,Ağ,141.0,Benzin,154000,Avtomat,Ön,Xeyr,15800
Bakı,Chevrolet,Cruze,2018,Sedan,Qara,153.0,Benzin,98520,Avtomat,Ön,Xeyr,17200
Sumqayıt,Mercedes,Viano,2007,Minivan,Qara,204.0,Dizel,200000,Avtomat,Arxa,Xeyr,26000
Sumqayıt,Hyundai,Sonata,2015,Sedan,Narıncı,274.0,Benzin,150000,Avtomat,Ön,Xeyr,21500
Sumqayıt,Mercedes,S 550,2010,Sedan,Boz,429.0,Benzin,100000,Avtomat,Arxa,Xeyr,19500
Bakı,LADA (VAZ),2106,1986,Sedan,Bej,75.0,Benzin,188900,Mexaniki,Arxa,Xeyr,3800
Naftalan,Mercedes,E 350,2006,Sedan,Boz,272.0,Benzin,320000,Avtomat,Arxa,Xeyr,19700
Bakı,BMW,X5,2004,Offroader / SUV,Qara,218.0,Dizel,257000,Avtomat,Tam,Xeyr,28500
Bakı,Mercedes,Atego 814,1997,Yük maşını,Ağ,190.0,Dizel,499000,Mexaniki,Arxa,Xeyr,21500
Bakı,Opel,Vectra,2000,Universal,Ağ,109.0,Benzin,300000,Avtomat,Ön,Xeyr,7800
Bakı,Opel,Astra,2004,Hetçbek / Liftbek,Boz,90.0,Benzin,238000,Mexaniki,Ön,Xeyr,10300
Xırdalan,Opel,Astra,2007,Universal,Göy,90.0,Dizel,191076,Avtomat,Ön,Xeyr,11650
Bakı,Hyundai,Elantra,2013,Sedan,Boz,150.0,Benzin,157215,Avtomat,Ön,Xeyr,18200
Bakı,Mercedes,S 300,2008,Sedan,Qara,249.0,Dizel,171000,Avtomat,Arxa,Xeyr,19800
Şəki,Mercedes,GLK 220,2013,Offroader / SUV,Ağ,170.0,Dizel,261000,Avtomat,Tam,Xeyr,44000
Bakı,Opel,Astra,2008,Universal,Gümüşü,90.0,Dizel,220000,Mexaniki,Ön,Xeyr,11200
Bakı,Mercedes,E 280,2000,Sedan,Gümüşü,204.0,Benzin,243000,Avtomat,Arxa,Xeyr,16000
Bakı,Kia,Optima,2013,Sedan,Qara,274.0,Benzin,89000,Avtomat,Ön,Xeyr,23500
Bakı,Mercedes,190,1991,Sedan,Gümüşü,136.0,Benzin,326000,Avtomat,Arxa,Xeyr,5300
Sumqayıt,Kia,Ceed,2008,Universal,Qara,115.0,Dizel,177963,Mexaniki,Ön,Xeyr,13200
Bakı,Mercedes,Atego 1018,2008,Yük maşını,Qırmızı,180.0,Dizel,398000,Avtomat,Arxa,Xeyr,22000
Bakı,Mercedes,E 220,2001,Sedan,Gümüşü,143.0,Dizel,423000,Avtomat,Arxa,Xeyr,15400
Qax,LADA (VAZ),2107,2005,Sedan,Tünd qırmızı,75.0,Benzin,91052,Mexaniki,Arxa,Xeyr,6500
Bakı,Hyundai,Sonata,2008,Sedan,Qara,155.0,Dizel,148300,Avtomat,Ön,Xeyr,19200
Bakı,Mercedes,E 240,2000,Sedan,Göy,170.0,Benzin,200000,Avtomat,Arxa,Xeyr,15000
Bakı,Hyundai,Elantra,2018,Sedan,Qara,150.0,Benzin,34000,Avtomat,Ön,Xeyr,24900
Bakı,LADA (VAZ),Priora,2018,Sedan,Ağ,106.0,Benzin,75500,Mexaniki,Ön,Xeyr,14200
Bakı,Land Rover,RR Sport,2006,Offroader / SUV,Qara,190.0,Dizel,180000,Avtomat,Tam,Xeyr,26500
Bakı,Hyundai,Elantra,2014,Sedan,Qara,150.0,Benzin,200000,Avtomat,Ön,Xeyr,21800
Bakı,Hyundai,Elantra,2016,Sedan,Göy,150.0,Benzin,125000,Avtomat,Ön,Xeyr,22800
Sumqayıt,Mercedes,E 200,1998,Sedan,Gümüşü,136.0,Benzin,345000,Avtomat,Arxa,Xeyr,8900
Şəki,LADA (VAZ),2115,2010,Sedan,Qara,80.0,Benzin,190000,Mexaniki,Ön,Xeyr,8300
Şəki,LADA (VAZ),2115,2010,Sedan,Qara,80.0,Benzin,190000,Mexaniki,Ön,Xeyr,8300
Bakı,Opel,Omega,1994,Sedan,Yaşıl,136.0,Benzin,282255,Avtomat,Arxa,Xeyr,4300
Bakı,Nissan,Tiida,2012,Hetçbek / Liftbek,Ağ,109.0,Benzin,49000,Avtomat,Ön,Xeyr,13300
Bakı,Hyundai,Accent,2016,Sedan,Gümüşü,140.0,Benzin,18150,Avtomat,Ön,Xeyr,18700
Bakı,Kia,Optima,2015,Sedan,Ağ,274.0,Benzin,56000,Avtomat,Ön,Xeyr,26400
Bakı,Ford,Focus,2010,Hetçbek / Liftbek,Ağ,100.0,Benzin,121423,Avtomat,Ön,Xeyr,14500
Bakı,Toyota,Prius,2010,Hetçbek / Liftbek,Göy,99.0,Hibrid,160000,Variator,Ön,Xeyr,17700
Bakı,Mitsubishi,Pajero,2008,Offroader / SUV,Ağ,190.0,Benzin,204000,Avtomat,Tam,Xeyr,24700
Bakı,Toyota,Land Cruiser,2014,Offroader / SUV,Qara,235.0,Dizel,181000,Avtomat,Tam,Xeyr,59000
Bakı,Chevrolet,Cruze,2014,Sedan,Qızılı,141.0,Benzin,130000,Avtomat,Ön,Xeyr,14300
Bakı,Nissan,X-Trail,2003,Offroader / SUV,Ağ,140.0,Benzin,197032,Avtomat,Tam,Xeyr,12300
Sumqayıt,Kia,Sorento,2003,Offroader / SUV,Qara,195.0,Benzin,126340,Avtomat,Tam,Xeyr,14500
Bakı,Toyota,Land Cruiser,2010,Offroader / SUV,Ağ,288.0,Benzin,198000,Avtomat,Tam,Xeyr,37300
Bakı,Opel,Astra,1999,Universal,Göy,101.0,Benzin,470000,Mexaniki,Ön,Xeyr,8100
Bakı,Infiniti,QX56,2011,Offroader / SUV,Ağ,405.0,Benzin,127000,Avtomat,Tam,Xeyr,34000
Bakı,Kia,Ceed,2008,Universal,Göy,115.0,Dizel,169000,Mexaniki,Ön,Xeyr,14500
Bərdə,LADA (VAZ),2112,2007,Sedan,Qara,80.0,Benzin,160000,Mexaniki,Ön,Xeyr,8200
Bakı,Hyundai,Matrix,2008,Hetçbek / Liftbek,Qara,102.0,Dizel,201000,Mexaniki,Ön,Xeyr,12800
Bakı,Mercedes,C 230,2006,Sedan,Gümüşü,204.0,Benzin,101000,Avtomat,Arxa,Xeyr,14900
Bakı,Kia,Cerato,2018,Sedan,Qara,150.0,Benzin,84000,Avtomat,Ön,Xeyr,22300
Bakı,Hyundai,Elantra,2012,Sedan,Göy,150.0,Benzin,142000,Avtomat,Ön,Xeyr,16700
Bakı,Mercedes,E 240,1998,Sedan,Gümüşü,170.0,Benzin,440000,Avtomat,Arxa,Xeyr,9500
Bakı,Volkswagen,Passat,2012,Sedan,Ağ,180.0,Benzin,135000,Avtomat,Ön,Xeyr,18800
Bakı,Toyota,Prius,2014,Hetçbek / Liftbek,Yaşıl,99.0,Hibrid,56760,Avtomat,Ön,Xeyr,20500
Bakı,Toyota,Prius,2014,Hetçbek / Liftbek,Yaşıl,99.0,Hibrid,56760,Avtomat,Ön,Xeyr,20500
Şabran,Mercedes,C 230,1998,Sedan,Gümüşü,150.0,Benzin,240000,Avtomat,Arxa,Xeyr,9500
Bakı,Infiniti,QX50,2019,Offroader / SUV,Qara,268.0,Benzin,24000,Avtomat,Ön,Xeyr,37000
Bakı,Chevrolet,Cruze,2012,Sedan,Gümüşü,141.0,Benzin,170000,Avtomat,Ön,Xeyr,12400
Bakı,Opel,Astra,1998,Universal,Gümüşü,101.0,Benzin,348562,Mexaniki,Ön,Xeyr,6200
Bakı,Ford,Fusion,2014,Sedan,Boz,181.0,Benzin,160000,Avtomat,Ön,Xeyr,18300
Bakı,Hyundai,Santa Fe,2012,Offroader / SUV,Ağ,175.0,Benzin,217000,Avtomat,Tam,Xeyr,26800
Bakı,Toyota,Camry,2004,Sedan,Ağ,152.0,Benzin,261000,Avtomat,Ön,Xeyr,12900
Bakı,Toyota,Prado,2010,Hetçbek / Liftbek,Ağ,167.0,Benzin,220000,Avtomat,Tam,Xeyr,41500
Bakı,BMW,528,2013,Sedan,Qara,245.0,Benzin,125000,Avtomat,Arxa,Xeyr,19600
Bakı,LADA (VAZ),2104,2005,Universal,Qırmızı,75.0,Benzin,336453,Mexaniki,Arxa,Xeyr,6800
Bakı,Kia,Optima,2011,Sedan,Göy,274.0,Benzin,91000,Avtomat,Ön,Xeyr,21500
Bakı,Mercedes,Atego 1222,2008,Yük maşını,Qırmızı,310.0,Dizel,425000,Mexaniki,Arxa,Xeyr,44800
Mingəçevir,Mercedes,Viano,2005,Minivan,Gümüşü,150.0,Dizel,349000,Avtomat,Arxa,Xeyr,24400
Bakı,Hyundai,Tucson,2008,Offroader / SUV,Qara,141.0,Benzin,175000,Avtomat,Tam,Xeyr,15400
Bakı,Chevrolet,Cruze,2013,Hetçbek / Liftbek,Yaş Asfalt,141.0,Benzin,175500,Avtomat,Ön,Xeyr,13000
Bakı,Chevrolet,Malibu,2016,Sedan,Boz,160.0,Benzin,98170,Avtomat,Ön,Xeyr,22600
Bakı,Isuzu,Ecobus,2008,Avtobus,Ağ,240.0,Dizel,88000,Mexaniki,Ön,Xeyr,88000
Bakı,BMW,528,2016,Sedan,Qara,245.0,Benzin,73000,Avtomat,Arxa,Xeyr,23500
Sumqayıt,Mazda,CX-9,2008,Offroader / SUV,Ağ,273.0,Benzin,187000,Avtomat,Tam,Xeyr,23500
Sumqayıt,Nissan,Note,2012,Hetçbek / Liftbek,Qara,110.0,Benzin,28000,Avtomat,Ön,Xeyr,12600
Sumqayıt,Hyundai,Sonata,2012,Sedan,Ağ,165.0,Qaz,183000,Avtomat,Ön,Xeyr,17900
Sumqayıt,Nissan,Note,2012,Hetçbek / Liftbek,Qara,110.0,Benzin,28000,Avtomat,Ön,Xeyr,12600
Sumqayıt,Hyundai,Sonata,2012,Sedan,Ağ,165.0,Qaz,183000,Avtomat,Ön,Xeyr,17900
Sumqayıt,Nissan,Tiida,2013,Sedan,Ağ,150.0,Benzin,48500,Avtomat,Ön,Xeyr,13700
Bakı,Kia,Optima,2015,Sedan,Qara,194.0,Benzin,98000,Avtomat,Ön,Xeyr,20900
Sumqayıt,Ford,Fusion,2014,Sedan,Qara,181.0,Benzin,127000,Avtomat,Ön,Xeyr,20500
Bakı,Mercedes,E 240,1998,Universal,Göy,170.0,Benzin,440000,Avtomat,Arxa,Xeyr,8500
Sumqayıt,Nissan,Note,2012,Hetçbek / Liftbek,Qara,110.0,Benzin,47000,Avtomat,Ön,Xeyr,11800
Bakı,Mercedes,GL 350,2013,Offroader / SUV,Ağ,258.0,Dizel,227000,Avtomat,Tam,Xeyr,44000
Sumqayıt,Hyundai,Santa Fe,2011,Offroader / SUV,Gümüşü,184.0,Dizel,83000,Avtomat,Ön,Xeyr,24900
Bakı,Mercedes,Sprinter 315,2008,Mikroavtobus,Ağ,150.0,Dizel,360000,Mexaniki,Arxa,Xeyr,39900
Bakı,Chevrolet,Cruze,2016,Sedan,Gümüşü,140.0,Benzin,76000,Avtomat,Arxa,Xeyr,14500
Sumqayıt,Mercedes,ML 350,2007,Offroader / SUV,Qara,272.0,Benzin,155000,Avtomat,Tam,Xeyr,23900
Sumqayıt,Hyundai,Sonata,2010,Sedan,Yaş Asfalt,178.0,Benzin,135000,Avtomat,Ön,Xeyr,21900
Bakı,Volkswagen,Passat,2004,Sedan,Gümüşü,170.0,Benzin,278463,Avtomat,Ön,Xeyr,6000
Sumqayıt,Hyundai,Santa Fe,2014,Offroader / SUV,Yaş Asfalt,178.0,Dizel,137000,Avtomat,Tam,Xeyr,23900
Şəmkir,Kia,Sportage,2012,Offroader / SUV,Qara,163.0,Benzin,119000,Avtomat,Ön,Xeyr,25500
Sumqayıt,Hyundai,Sonata,2010,Sedan,Ağ,178.0,Benzin,187000,Avtomat,Ön,Xeyr,20900
Bakı,Dodge,Journey,2012,Offroader / SUV,Ağ,280.0,Benzin,130000,Avtomat,Tam,Xeyr,26900
Sumqayıt,Kia,Optima,2013,Sedan,Qara,274.0,Benzin,117000,Avtomat,Ön,Xeyr,24900
Bakı,Mercedes,Atego 816,2008,Yük maşını,Ağ,310.0,Dizel,412000,Mexaniki,Arxa,Xeyr,35800
Bakı,Ravon,Nexia R3,2019,Sedan,Ağ,107.0,Benzin,35000,Mexaniki,Ön,Xeyr,13200
Bakı,Opel,Astra,2005,Universal,Boz,90.0,Benzin,196000,Mexaniki,Ön,Xeyr,9500
Sumqayıt,Mercedes,E 220,2012,Sedan,Qara,170.0,Dizel,187000,Avtomat,Arxa,Xeyr,19900
Bakı,Mercedes,C 180,2000,Sedan,Gümüşü,122.0,Benzin,304291,Avtomat,Tam,Xeyr,11000
Sumqayıt,Mercedes,GL 450,2009,Offroader / SUV,Qara,340.0,Benzin,110000,Avtomat,Tam,Xeyr,21900
Sumqayıt,Hyundai,Santa Fe,2013,Offroader / SUV,Ağ,175.0,Benzin,121000,Avtomat,Tam,Xeyr,34900
Sumqayıt,Land Rover,Range Rover,2007,Offroader / SUV,Qara,286.0,Benzin,247000,Avtomat,Tam,Xeyr,32900
Sumqayıt,Nissan,Note,2012,Hetçbek / Liftbek,Ağ,109.0,Benzin,70000,Avtomat,Ön,Xeyr,11800
Bakı,Chevrolet,Cruze,2013,Sedan,Qara,141.0,Benzin,115000,Avtomat,Ön,Xeyr,13400
Sumqayıt,Chevrolet,Aveo,2019,Sedan,Ağ,115.0,Benzin,23000,Avtomat,Ön,Xeyr,22900
Sumqayıt,Mercedes,B 170,2010,Hetçbek / Liftbek,Qara,117.0,Benzin,51000,Avtomat,Arxa,Xeyr,15900
Sumqayıt,Nissan,Tiida,2011,Hetçbek / Liftbek,Gümüşü,109.0,Benzin,41000,Avtomat,Ön,Xeyr,13500
Sumqayıt,BMW,750,2009,Sedan,Qara,407.0,Benzin,141000,Avtomat,Arxa,Xeyr,20900
Sumqayıt,Volkswagen,Passat,2013,Sedan,Göy,200.0,Benzin,107000,Avtomat,Arxa,Xeyr,20900
Sumqayıt,Hyundai,ix35,2010,Offroader / SUV,Qara,166.0,Benzin,103000,Avtomat,Ön,Xeyr,23900
Bakı,Daewoo,Gentra,2014,Sedan,Qara,112.0,Benzin,154000,Avtomat,Ön,Xeyr,10800
Bakı,Mercedes,C 220,2007,Sedan,Yaş Asfalt,170.0,Dizel,342000,Avtomat,Arxa,Xeyr,24800
Bakı,BMW,520,2013,Sedan,Ağ,184.0,Dizel,241000,Avtomat,Ön,Xeyr,23500
Sumqayıt,BMW,528,2013,Sedan,Qara,245.0,Benzin,135000,Avtomat,Arxa,Xeyr,20900
Bakı,Volkswagen,Passat,2012,Sedan,Ağ,170.0,Benzin,130000,Avtomat,Ön,Xeyr,19300
Sumqayıt,Nissan,Tiida,2012,Hetçbek / Liftbek,Gümüşü,109.0,Benzin,98000,Avtomat,Ön,Xeyr,13500
Xırdalan,Opel,Vectra,1993,Sedan,Tünd qırmızı,136.0,Benzin,247564,Avtomat,Ön,Xeyr,3950
Sumqayıt,Nissan,Tiida,2012,Hetçbek / Liftbek,Sarı,109.0,Benzin,25200,Avtomat,Ön,Xeyr,13700
Xırdalan,Opel,Vectra,1993,Sedan,Tünd qırmızı,136.0,Benzin,247564,Avtomat,Ön,Xeyr,3950
Sumqayıt,Nissan,Tiida,2012,Hetçbek / Liftbek,Sarı,109.0,Benzin,25200,Avtomat,Ön,Xeyr,13700
Bakı,Porsche,Cayenne GTS,2012,Offroader / SUV,Qara,420.0,Benzin,132000,Avtomat,Tam,Xeyr,38600
Mingəçevir,Mitsubishi,Airtrek,2002,Offroader / SUV,Qara,126.0,Benzin,284000,Avtomat,Ön,Xeyr,11500
Bakı,Hyundai,Accent,2002,Sedan,Ağ,105.0,Benzin,290000,Avtomat,Ön,Xeyr,7700
Sumqayıt,Mercedes,E 300,2007,Sedan,Qızılı,211.0,Benzin,221000,Avtomat,Arxa,Xeyr,18900
Bakı,Mercedes,C 180,1993,Sedan,Ağ,122.0,Benzin,259000,Avtomat,Arxa,Xeyr,6000
Bakı,Chevrolet,Cruze,2015,Sedan,Ağ,141.0,Benzin,212000,Avtomat,Ön,Xeyr,15200
Sumqayıt,Nissan,Tiida,2013,Sedan,Gümüşü,99.0,Benzin,88000,Avtomat,Ön,Xeyr,13700
Bakı,Mercedes,E 240,1998,Sedan,Göy,170.0,Benzin,290000,Avtomat,Arxa,Xeyr,13000
Bakı,BMW,328,2015,Sedan,Gümüşü,245.0,Benzin,123900,Avtomat,Arxa,Xeyr,17600
Sumqayıt,Nissan,Tiida,2013,Hetçbek / Liftbek,Qızılı,106.0,Benzin,27000,Avtomat,Ön,Xeyr,13700
Sumqayıt,Nissan,Tiida,2013,Hetçbek / Liftbek,Gümüşü,106.0,Benzin,39000,Avtomat,Ön,Xeyr,13800
Bakı,Opel,Astra,1992,Hetçbek / Liftbek,Tünd qırmızı,65.0,Benzin,333000,Mexaniki,Ön,Xeyr,4850
Bakı,BMW,740,2019,Sedan,Qara,340.0,Benzin,25000,Avtomat,Arxa,Xeyr,83000
Şirvan,LADA (VAZ),2104,2007,Universal,Tünd qırmızı,75.0,Benzin,146678,Mexaniki,Arxa,Xeyr,8000
Bakı,Chevrolet,Malibu,2018,Sedan,Göy,163.0,Benzin,174200,Avtomat,Ön,Xeyr,23900
Sumqayıt,Toyota,Prado,2010,Offroader / SUV,Ağ,167.0,Benzin,155000,Avtomat,Tam,Xeyr,22900
Sumqayıt,Hummer,H3,2008,Offroader / SUV,Qara,245.0,Benzin,187000,Avtomat,Tam,Xeyr,25900
